text,label
neynədin,neylədin
xeyreee,xeyrə
yaşamışdım,yaşamışdım
küye,küyə
coxavazli,çoxavazlı
çaşdırir,çaşdırır
bəyannamə,bəyannamə
sürücüsünə,sürücüsünə
gelli,həlli
Tezedi,təzədir
masinimiz,maşınımız
kəsdikdən,kəsdikdən
dəqiqləşdirməmişəm,dəqiqləşdirməmişəm
Tramvay,tramvay
trolleybusla,trolleybusla
pozmayanı,pozmayanı
Varda,var da
maşınlarında,maşınların da
Şərtdəki,şərtdəki
Ümidsizlik,ümidsizlik
eləsinlər,eləsinlər
izahından,izahından
İstənilən,istənilən
HAZIRLANMIŞ,hazırlanmış
gorusmusduk,görüşmüşdük
olmayasınız,olmayasınız
NİŞANLARININ-1,nişanlarının
götürürsən,götürürsən
1ayda,1 ayda
çəkirik,çəkirik
qoyacaqda,qoyacaq da
necədirki,necədir ki
ozumuz,özümüz
cavabdakın,cavabdakını
qayitdiq,qayıtdıq
özügeden,özügedən
yazmıyım,yazmayım
geliree,gəlir
gorunmez,görünməz
hal-hazirda,hal-hazırda
qorxmaq,qorxmaq
Səhvsiz,səhvsiz
olmursa,olmursa
deriye,dəriyə
bezdirmek,bezdirmək
İnan,inan
2Yüngül,yüngül
youtubedı,youtube-dur
Cixmalidi,çıxmalıdır
fikirimizi,fikrimizi
Altkateqoriya,altkateqoriya
məntəqədədi,məntəqədədir
Sualini,sualını
Yayinma,yayınma
geldin,gəldin
yoldadırda,yoldadır da
isdeyi,istəyi
Qaranliqda,qaranlıqda
duzgunduki,düzgündür ki
detirsiz,deyirsiniz
aparisiz,aparırsınız
Hazırlaşmışdım,hazırlaşmışdım
hardadısa,hardadırsa
neidise,nə idisə
bilərdidə,bilərdi də
yenəmolarsı,yenə olardı
tekrarlanmir,təkrarlanmır
Muteq,mütləq
satıcısı,satıcısı
polisler,polislər
uzandi,uzandı
hazirlawdigim,hazırlaşdığım
5-Təkərlərin,təkərlərin
tanıya,tanıya
dedı,dedi
bolmesindeki,bölməsindəki
Aktivlər,aktivlər
Farağatda,farağatda
Har,hər
etdirsin,etdirsin
yaranmaz,yaranmaz
kas,kaş
tutarsiniz,tutarsınız
serf,sərf
gormemek,görməmək
Texnologiya,texnologiya
yoxud,yaxud
kitabınnan,kitabından
Surub,sürüb
solaga,sola
yoxdumuki,yoxdurmuki
tələbləri,tələbləri
yenii,yeni
sorysdum,soruşdum
Edi,edir
Qaffar,Qafar
soruc,soruş
bilmeliyem,bilməliyəm
onda4,onda
motoları,motorları
Manevr,manevr
yanani,yananı
nizamlayicidan,nizamlayıcıdan
bozun,bozun
almamışam,almamışam
İnşəAllah,İnşəAllah
verilibse,verilibsə
köpüdə,körpüdə
Haranin,haranın
qaydasınl,qaydasını
atarsanda,atarsan da
gormuwdum,görmüşdüm
qaydadir,qaydadır
verersiniz,verərsiniz
nüansların,nüansların
mennendi,məndəndir
gormuremee,görmürəm
verlə,verilə
bilmiriksə,bilmiriksə
MƏNTİQ,məntiq
50metrden,50 metrdən
mlmin,müəllimin
Satanlar,satanlar
vinil,vinil
gedibse,gedibsə
üsulları,üsulları
burde,birdə
maraqlarına,maraqlarına
izahlarimdan,izahlarımdan
miqrasiya,miqrasiya
kq-ı,kiloqramı
Kohnə,köhnə
baxılmalıdır,baxılmalıdır
Pensiya,pensiya
radar,radar
məcburən,məcburən
kocurmeni,köçürməni
vesiqesin,vəsiqəsini
sevinsin,sevinsin
yarida,yarıda
caninizi,canınızı
İşlək,işlək
mütleqdir,mütləqdir
nezaretcinin,nəzarətçinin
oxuyanlara,oxuyanlara
proqramının,proqramının
hrfdi,hərfdir
bölməsinin,bölməsinin
kecdiyime,keçdiyimə
Restorani,restoranı
trayektoruya,trayektoriya
qoşqunun,qoşqunun
3zolağ,3 zolaq
olmuyum,olmayım
nöqtə,nöqtə
bilmediyimiz,bilmədiyimiz
tuturdun,tuturdun
Vayyy,vay
berkidilme,bərkidilmə
qirintilari,qırıntıları
rolun,rolun
verici,verici
iksine,ikisinə
yazsaydım,yazsaydım
Yuxarıdakılar,yuxarıdakılar
hesabladım,hesabladım
seçəndə,seçəndə
Aydındır,aydındır
suseler,şüşələr
Ferda,Fərda
fikirləşmisiz,fikirləşmisiniz
çaşdım,çaşdım
ayırıcındada,ayırıcında da
Ayaqqabı,ayaqqabı
üstündü,üstündür
bazasını,bazasını
sınaq,sınaq
Orani,oranı
düşmedm,düşmədim
yararlanmağıdı,yararlanmağıdır
tehlukesizliyi,təhlükəsizliyi
Tapında,tapın da
avtomagistraldir,avtomagistraldır
ortasına,ortasına
mənm,mənim
UEFA,UEFA
beraberdiler,bərabərdirlər
shekilli,şəkilli
qurtaracagina,qurtaracağına
şekilleri,şəkilləri
Siqnalı,siqnalı
olmalıdr,olmalıdır
qayıtsın,qayıtsın
Bextiyar,Bəxtiyar
qüvvəsi,qüvvəsi
odenilmeli,ödənilməli
qərardan,qərardan
aparilmani,aparılmanı
seviye,səviyyə
uşaqa,uşağa
qarşdır,qarşıdır
aylarinda,aylarında
gözlemeyen,gözləməyən
duymeni,düyməni
deyisiklikler,dəyişikliklər
erazidir,ərazidir
etmiremse,etmirəmsə
göstərilmətib,göstərilməyib
edermiv,edərmi
TEEEEBRIKKKKKLEEERRRRR,təbriklər
yandıranı,yandıranı
İşlədikcə,işlədikcə
verilməlidir,verilməlidir
olandır,olandır
gostere,göstərə
fikre,fikrə
qoşmadan,qoşmadan
Mayin,mayın
sernisine,sərnişinə
Deqiqdide,dəqiqdir də
birişik,bitişik
yaxinlashmaq,yaxınlaşmaq
kəsilsəz,kəsilsəniz
minimun,minimum
Eminsinizki,əminsiniz ki
vurb,vurub
sisdi,şişdir
kataqoriyalı,kateqoriyalı
verdiyime,verdiyimə
kateqoriyasıdi,kateqoriyasıdır
surmeyin,sürməyin
firladi,fırladı
daşınması,daşınması
Elaclari,əlacları
variantdaki,variantdakı
20-dən,20-dən
düşündüyümüz,düşündüyümüz
hivselene,hövsələnə
paylasilib,paylaşılıb
Göndərdim,göndərdim
donmeyib,dönməyib
biıdim,bildim
artıqda,artıq da
tutubsuz,tutubsunuz
istiyirdi,istəyirdi
canlandirin,canlandırın
Tedris,tədris
özünüzlə,özünüzlə
Baxarsan,baxarsan
qüvvəyə,qüvvəyə
rejminde,rejmində
toyuqları,toyuqları
qamaşdıranda,qamaşdıranda
açmalıdır,açmalıdır
etməzsən,etməzsən
8də,8-də
sayilmayan,sayılmayan
neçədi,neçəyədir
Sondurub,söndürüb
yazilmalidiv,yazılmalıdır
iwiqlanib,işıqlanıb
psixonevroloji,psixonevroloji
uçak,uçaq
Alirsan,alırsan
beynimk,beynim
Kəsə,kəsə
niyyətindədir,niyyətindədir
atdğm,atdığım
bowaltmag,boşaltmaq
İşlqlandırılmamış,işıqlandırılmamış
yoludur,yoludur
yandrmağ,yandırmaq
süse,şüşə
nərmin,Nərmin
tapardiq,tapardıq
olamayaraq,olmayaraq
Masinla,maşınla
gəlirdəki,gəlirdəki
mahiyətini,mahiyyətini
ikinizə,ikinizə
köməyi,köməyi
tipində,tipində
kececekdiz,keçəcəkdiniz
sehvlikler,səhvliklər
dediyinden,dediyindən
buraxirlarki,buraxırlar ki
Gomrukde,gömrükdə
hecbiwey,heçbirşey
Belc,belə
işlədiləndə,işlədiləndə
edirdiniz,edirdiniz
cixmişdi,çıxmışdı
Elis,Elis
olsalar,olsalar
Yaxsıki,yaxşı ki
eyniyik,eyniyik
serniwin,sərnişin
gəbul,qəbul
sahibkardı,sahibkardır
pardon,pardon
biliklər,biliklər
Biznesde,biznesdə
çəkməyə,çəkməyə
yandirilmadigi,yandırılmadığı
məhdutdiyyətli,məhdudiyyətli
nağaraq,nağaraq
gəlirinizdi,gəlirinizdir
deyilmiyb,deyilməyib
üzünüdə,üzünü də
kontakta,kontakta
Duwmez,düşməz
qirmizinan,qırmızıdan
soruşmuşuq,soruşmuşuq
Qətiyyən,qətiyyən
sizlik,sizlik
çatmr,çatmır
deyrəmdə,deyirəm də
arawdir,araşdır
Dusende,düşəndə
cehetdeb,cəhətdən
surume,sürümə
olunut,olunur
seydiler,səydilər
Tamm,tamam
adalet,ədalət
Caliw,çalış
normativlərə,normativlərə
mexanikaya,mexanikaya
taman,tamam
reqemliler,rəqəmlilər
tesdiqlenmeyib,təsdiqlənməyib
duzeltdire,düzəltdirə
geriyədönməkçün,geriyə dönmək üçün
İşləyin,işləyin
saxlasaniz,saxlasanız
ortalamasi,ortalaması
kecirirsiz,keçirirsiniz
cennete,cənnətə
Pomidor,pomidor
pozardı,bozardı
Gənclik,gənclik
saheni,sahəni
səklini,şəklini
bayramlara,bayramlara
cavabaları,cavabları
gömrüyün,gömrüyün
yollari,yolları
4pozmur,pozmur
verlir,verilir
bildikb,bildik
yığırlar,yığırlar
Xalqa,xalqa
nizamnaməsinin,nizamnaməsinin
Sahibkarlıq,sahibkarlıq
itele,itələ
yönləndiriblər,yönləndiriblər
gozlemedeyem,gözləmədəyəm
verilirdə,verilir də
olunurlar,olunurlar
yolayrcında,yolayrıcında
Yaşılda,yaşılda
royaltidən,royaltidən
ötməzlər,ötməzlər
sınaqda,sınaqda
olduda,oldu da
təsdiqedici,təsdiqedici
səf,səhv
Xanımısınız,xanımısınız
bililler,bilirlər
təşkili,təşkili
Urek,ürək
deyənlə,deyənlə
kocurmusem,köçürmüşəm
bildirilməyib,bildirilməyib
veririkse,veririksə
almadım,almadım
sualinda,sualında
Biletdeki,biletdəki
Ağanı,Ağanı
kececksen,keçəcəksən
Keçmisən,keçmisən
rəqəmlərdən,rəqəmlərdən
Ağlımızı,ağlımızı
gormeyen,görməyən
sebebide,səbəbi də
aglin,ağlın
donmeler,dönmələr
Sağdakıda,sağdakı da
Qəbulda,qəbulda
kitabdan,kitabdan
Protifdə,protivdə
dahil,daxil
yanaşmadı,yanaşmadır
hərbirinə,hər birinə
Utandim,utandım
Elmlərdə,elmlərdə
içindədir,içindədir
yolayricilarinin,yolayrıcılarının
digərləridə,digərləri də
oxumaginiz,oxumağınız
ezberleyecesinjz,əzbərləyəcəksiniz
Bilmeden,bilmədən
İriqabaritli,iriqabaritli
oynayir,oynayır
Axwaminiz,axşamınız
Gönüllü,könüllü
oxuduqda,oxuduqda
gəliriksə,gəliriksə
ilədir,ilədir
ALLAH,Allah
yaxınlaşdıqda,yaxınlaşdıqda
1-dayanma,1-dayanma
məlumati,məlumatı
alınan,alınan
dəyişdirib,dəyişdirib
UÇOTU,uçotu
muesise,müəssisə
yaxınlaşmırsa,yaxınlaşmırsa
memmedov,Məmmədov
gördm,gördüm
Yaw,yaş
Bölmədə,bölmədə
Salir,salır
kütləyə,kütləyə
Biyabirciliq,biabırçılıq
Cehyun,Ceyhun
Kateqoryaya,kateqoriyaya
məbləğini,məbləğini
qəzadır,qəzadır
Səba,Səba
ƏLAQƏ,əlaqə
tapşırığına,tapşırığına
qulluqcular,qulluqçular
qeydiyata,qeydiyyata
dəyişirik,dəyişirik
neşir,nəşr
mutewekilin,mütəşəkkilin
soldakina,soldakına
quraşdırılmlş,quraşdırılmış
GERİ,geri
Baxcadi,baxçadır
zaolaq,zolaq
uzlawmir,uzlaşmır
3olare,3 olar
Bugünkü,bugünkü
temel,təməl
götürərdim,götürərdim
qutarar,qurtarar
boşdusa,boşdursa
gətirilmişdirsə,gətirilmişdirsə
icarədən,icarədən
silsin,silsin
sualımda,sualım da
manatdir,manatdır
-de,de
əlaqədər,əlaqədar
kimj,kimi
müellimde,müəllim də
Programın,proqramın
sabahlar,sabahlar
türlü,türlü
Huseynov,Hüseynov
Sagimda,sağımda
kitap,kitab
anlamırame,anlamıram
bölmələrinin,bölmələrinin
duwmemiwem,düşməmişəm
Gagash,qardaş
Cixandan,çıxandan
faizlere,faizlərə
kassa,kassa
gor,gör
Dərəcə,dərəcə
3cüde,3-cüdə
desem,desəm
yandırmısan,yandırmısan
astanofka,astanofka
yapışaq,yapışaq
Fergli,fərqli
sorusunki,soruşun ki
isiği,işığı
Xoşlamadım,xoşlamadım
Xeyrə,xeyrə
teyinati,təyinatı
Düşmürsə,düşmürsə
izahhlı,izahlı
qalıq,qalıq
Birazdan,birazdan
Yollar,yollar
senetlerim,sənədlərim
zamanin,zamanın
cavablayiriq,cavablayırıq
Otub,ötüb
Deyiblər,deyiblər
yoluvuza,yolunuza
tramv,tramvay
oxumusunuz,oxumusunuz
Fərqləri,fərqləri
İşleyerdik,işləyərdik
enişdəki,enişdəki
öyrenib,öyrənib
4olurki,4 olur ki
oxuyasiz,oxuyasınız
çətinləşib,çətinləşib
cedveller,cədvəllər
hazirlaşırsız,hazırlaşırsınız
dediyviz,dediyiniz
qadaqandi,qadağandır
sina,sına
Ishiqli,işıqlı
yollaya,yollaya
qarşımızda,qarşımızda
göndərilmir,göndərilmir
yararlanın,yararlanın
prasedur,prosedur
bizemi,bizəmi
Yawatis,yaşayış
toranlıqda,toranlıqda
islemeyi,işləməyi
Həryerdə,hər yerdə
qurtardıqdan,qurtardıqdan
İnanmıyın,inanmayın
dayanmağ,dayanmaq
atabilersiz,ata bilərsiniz
soruçulur,soruşulur
Nebilim,nə bilim
Donen,dönən
bitirenden,bitirəndən
yaxınlaşan,yaxınlaşan
Sfetofor,svetafor
Videolarınada,videolarına da
nezeriden,nəzəridən
sayılırdı,sayılırdı
nokdelr,nöqtələr
izahim,izahım
Dmz,dəyməz
istese,istəsə
bacarılandan,bacarılandan
Ramal,Ramal
donmedi,dönmədi
ümidli,ümidli
oxsatdim,oxşatdım
oxlular,oxlular
Qaydalarının,qaydalarının
durmur,durmur
edilsə,edilsə
surer,sürər
yolayrıcılarda,yolayrıcılarda
gozlediniz,gözlədiniz
islesesniz,işləsəniz
ortadakinida,ortadakını da
notariat,notariat
Qapıya,qapıya
toranliq,toranlıq
yoldakilarin,yoldakıların
avtobil,avtomobil
Gelmirdi,gəlmirdi
müəllimlərinə,müəllimlərinə
msja,mesaja
terefler,tərəflər
verilmeyib,verilməyib
wekilleri,şəkilləri
açdırardınızda,açdırardınız da
imtahanımdı,imtahanımdır
inkiwaf,inkişaf
fərqdir,fərqdir
Dekabrın,dekabrın
qanundada,qanunda da
veolsiped,velosiped
Təkərlərin,təkərlərin
qırığ,qırıq
isdeye,istəyə
yatmamalidi,yatmamalıdır
mani,məni
Yolayricini,yolayrıcını
dönmekçündü,dönmək üçündür
fikrimnen,fikrimdən
qeydlər,qeydlər
dururdki,dururdu ki
acaq,açaq
Ingilis,ingilis
esasname,əsasnamə
sağolum,sağolum
köçürməyə,köçürməyə
vermiyəm,verməyən
verəssən,verəcəksən
buyurr,buyur
ayırırsa,ayırırsa
subutlarla,sübutlarla
rengdi,rəngdir
getməmişdim,getməmişdim
Nezeriyeye,nəzəriyyəyə
imthni,imtahanı
durmani,durmanı
Rolun,rolun
dusmebsa,düşməyibsə
çıxıntılı,çıxıntılı
ehemmiyyetli,əhəmiyyətli
Bayaqda,bayaq da
vermelidide,verməlidir də
musdeqil,müstəqil
Yə,və
Ibrahimova,İbrahimova
24u,24-ü
benzindoldurma,benzindoldurma
sayəmdə,sayəmdə
Heçkim,heç kim
getmkrdi,getmirdi
donurukse,dönürüksə
Sığorta,sığorta
Mavi,mavi
2ciden,2-cidən
uwaqlarda,uşaqlarda
Sagdakı,sağdakı
keçmire,keçmir
cihaza,cihaza
qrafiki,qrafiki
nədəki,nədə ki
calishiram,çalışıram
iledir,ilədir
motosikletdi,motosikletdir
cixirdu,çıxırdı
yoxluya,yoxlaya
gedenmir,gedə bilmir
işarələrin,işarələrin
islerde,işlərdə
binasından,binasından
qrip,qrip
ordadhjsjd,orada
düşmüşduki,düşmüşdü ki
zolaqlıdısa,zolaqlıdırsa
grtmirsə,getmirsə
tələblərinə,tələblərinə
gilas,gilas
sigortasi,sığortası
dönəcəkdin,dönəcəkdin
dasıyanda,daşıyanda
cekmiwdi,çəkmişdi
saxlamalısan,saxlamalısan
Narwerab,narşərab
vəkalət,vəkalət
Pəncərə,pəncərə
ştatların,ştatların
vətəndaşlara,vətəndaşlara
torpaqları,torpaqları
nəqliyyatlara,nəqliyyatlara
jale,Jalə
xəttdən,xəttdən
hesabladim,hesabladım
zennimce,zənnimcə
cihazları,cihazları
dilinden,dilindən
audio,audio
satar,satar
göndərirdu,göndərirdi
qorxutmayin,qorxutmayın
Ayan,Ayan
Olarmı,olarmı
görmürsüz,görmürsünüz
5ay,5 ay
kəsildik,kəsildik
14-cü,14-cü
avtmobilini,avtomobilini
kanalımıza,kanalımıza
oxumaqnan,oxumaqla
açıqlayıb,açıqlayıb
ordu,ordu
plazada,plazada
Düşəcək,düşəcək
quyuya,quyuya
elanlara,elanlara
zirveye,zirvəyə
instansiyası,instansiyası
aslanin,aslanın
adambanda,adam banda
işləsəz,işləsəniz
sherti,şərti
bölüşərsiz,bölüşərsiniz
müqaviləyə,müqaviləyə
Kateqoriyalardan,kateqoriyalardan
haqdadi,haqdadır
uguru,uğuru
arxayadı,arxayadır
məsələlərdir,məsələlərdir
pozani,pozanı
yerlindi,yerlindir
vermekde,verməkdə
verildikden,verildikdən
birinfe,birində
oglumun,oğlumun
Yanıltdılar,yanıltdılar
qariwdirmayin,qarışdırmayın
Göstərilən,göstərilən
Studio,studio
bendinin,bəndinin
Əziyyətindən,əziyyətindən
ozuychun,özü üçün
elemedin,eləmədin
sdn,sən
azalmasi,azalması
fikirlewmiwdim,fikirləşmişdim
Chinarem,Çinarə
göyün,göyün
emmeli,əməlli
İstismarı,istismarı
isyəyirəm,istəyirəm
asfaltdadır,asfaltdadır
teserufat,təsərrüfat
marker,marker
gorenden,görəndən
azaddır,azaddır
şəklin,şəklin
birinnən,birindən
testlerede,testlərə də
görsədit,göstərir
sond,sonda
qurawdirilirsa,quraşdırılırsa
başlayırsız,başlayırsınız
kalleqalarımı,kolleqalarımı
mopedlerin,mopedlərin
qazların,qazların
kirwe,kirvə
Videoya,videoya
guzestli,güzəştli
Qaz-53,Qaz-53
Artirmayacaqsan,artırmayacaqsan
qutarirr,qurtarır
Elastiq,elastik
amaki,amma ki
Perakende,pərakəndə
aparilanda,aparılanda
shekilsiz,şəkilsiz
Qeydiyatdan,qeydiyyatdan
cammatin,camaatın
Gərəy,gərək
Komitent,komitent
novune,növünə
qoşqulu,qoşqulu
belasız,bəlasız
birsey,bir şey
Durqcaq,duracaq
10defe,10 dəfə
Mobed,moped
50metr,50 metr
haqsiz,haqsız
çatdım,çatdım
qerarli,qərarlı
zərərə,zərərə
duzgun,düzgün
bileti,bileti
Üstüne,üstünə
Duzmu,düzmü
yazılmışdi,yazılmışdır
Nomre,nömrə
Buraxdıq,buraxdıq
kesisir,kəsişir
tibdən,tibbdən
xolesterinden,xolesterindən
gotursek,götürsək
Emekdaslar,əməkdaşlar
olmaa,olma
tapmadiz,tapmadınız
cixilmasini,çıxılmasını
Kagıza,kağıza
utandm,utandım
lazəm,lazım
atmiram,atmıram
etdiynə,etdiyinə
Müəssisə,müəssisə
MaşAllah,maşAllah
gözləmirik,gözləmirik
ewidek,eşidək
kruqlar,kruqlar
dayanmagchundu,dayanmaq üçündür
Açın,açın
Cümləmizin,cümləmizin
səhm,səhm
deməylə,deməklə
tezyiqin,təzyiqin
paylasilanda,paylaşılanda
taksisin,taksisin
magistrala,magistrala
muellimnen,müəllimdən
enine,eninə
Goster,göstər
Tebriklerr,təbriklər
qəbiləsindən,qəbiləsindən
2həftə,2 həftə
qurbaga,qurbağa
cixibmi,çıxıbmı
məhsulun,məhsulun
işıqdı,işıqdır
kodlasdirib,kodlaşdırıb
Kecenden,keçəndən
sualli,suallı
alinarsa,alınarsa
səbrsizəm,səbirsizəm
ishleyirse,işləyirsə
Alinmalidisa,alınmalıdırsa
vermemelidi,verməməlidir
Bxın,baxın
kecə,keçə
Məlumatım,məlumatım
odediyim,ödədiyim
nevaxtdir,nə vaxtdır
qabarıt,qabarit
aton,atom
Baxarsız,baxarsınız
canladır,canladır
yaxınlaşarkən,yaxınlaşarkən
donebilmirse,dönə bilmirsə
ödədikləri,ödədikləri
Qatarin,qatarın
digerine,digərinə
sonradı,sonradır
avtomobille,avtomobillə
QƏZA,qəza
suallardanda,suallardan da
edildikdə,edildikdə
mecburiyetinde,məcburiyyətində
balıqlarda,balıqlar da
dəyqəyə,dəqiqəyə
qayitmagi,qayıtmağı
bənd,bənd
Adamda,adam da
yerdəyişmədir,yerdəyişmədir
qalmıyıb,qalmayıb
cvabinin,cavabının
katiqoriyasina,kateqoriyasına
hissesinin,hissəsinin
sırada,sırada
yaraşan,yaraşan
dəyişdirməyən,dəyişdirməyən
Liman,liman
neyə,nəyə
Xəbəriniz,xəbəriniz
Stolun,stolun
16sidi,16-sıdır
götürməlidi,götürməlidir
cekdirdim,çəkdirdim
Nisanlama,nişanlama
karroziya,korroziya
yaqibov,Yaqubov
suallı,suallı
iddia,iddia
qollarla,qollarla
muesseleri,müəssisələri
qüvvədə,qüvvədə
isaresinin,işarəsinin
soruurdi,soruşurdu
məqsədləri,məqsədləri
2-Nizamlauyıcının,nizamlayıcının
yanınnan,yanından
mawinin,maşının
ölçüsünü,ölçüsünü
masaji,masajı
alaykum,əleyküm
Getmiwdiz,getmişdiniz
keçidlərindən,keçidlərindən
Siyahini,siyahını
goturuldukde,götürüldükdə
alasiniz,alasınız
veriremse,verirəmsə
hefdeden,həftədən
düşənlərdir,düşənlərdir
brlə,belə
Gücümüzhəmrəyliyimizdir,gücümüz həmrəyliyimizdir
istiqamətinin,istiqamətinin
TRAMVAY,tramvay
səhmdarların,səhmdarların
Kecirdir,keçirdir
heret,hərəkət
malikdu,malikdir
xaski,xaski
yorğunçuluq,yorğunçuluq
400dənə,400 dənə
işiylə,işiylə
keçəmməz,keçə bilməz
qadaganj,qadağan
oımayacaq,olmayacaq
qarşırdırdım,qarışdırdım
ishiqlarin,işıqların
tutarağ,tutaraq
hazirlasmadan,hazırlaşmadan
nizamlayır,nizamlayır
duwub,düşüb
Muellimimden,müəllimimdən
4də,4 də
Motosikletlere,motosikletlərə
Heyvanın,heyvanın
suallarada,suallara da
boşaldanda,boşaldanda
istqametli,istiqamətli
serencam,sərəncam
artırması,artırması
edilərkən,edilərkən
tapılacaq,tapılacaq
achiglama,açıqlama
verki,ver ki
Casdirmagcun,çaşdırmaq üçün
danışması,danışması
dayanaq,dayanaq
qaldirirlar,qaldırırlar
Parklanmanin,parklanmanın
70dir,70-dir
donmelisizni,dönməlisiniz
dəymədim,dəymədim
Ishiqlar,işıqlar
gorediki,görədir ki
düşürmək,düşürtmək
Deyiwmir,dəyişmir
yazmalısınız,yazmalısınız
yerlərinə,yerlərinə
nisanlara,nişanlara
baxırıq,baxırıq
tank,tank
saytindaki,saytındakı
yoruruq,yoruruq
vurmalıdır,vurmalıdır
canvı,canını
atmayin,atmayın
çatmıyan,çatmayan
sixdinsa,sıxdınsa
Nizamlayıcıınin,nizamlayıcının
vurduqdan,vurduqdan
darıydı,darıydı
parkanmaya,parklanmaya
İstəmirlər,istəmirlər
itirmiyim,itirməyim
qanunların,qanunların
bəsdi,bəsdir
qoşula,qoşula
Yanina,yanına
gonderilecek,göndəriləcək
sagada,sağa da
onagörə,ona görə
kataqoriyasi,kateqoriyası
avxt,vaxt
keçməməlidir,keçməməlidir
çıxışın,çıxışın
tərs,tərs
Peşənizdə,peşənizdə
şəkilində,şəkilində
təqaüd,təqaüd
kütləsinə,kütləsinə
Kateqoryalar,kateqoriyalar
safam,safam
əlillərinə,əlillərinə
cihazlarini,cihazlarını
vesiqe,vəsiqə
kateqoriyasini,kateqoriyasını
kepenek,kəpənək
şekil,şəkil
dananmaq,dayanmaq
Maaşın,maaşın
avtom,avtomobil
Zolaqlarla,zolaqlarla
kəsilməyim,kəsilməyim
vasitələrinə,vasitələrinə
dayanacaqdir,dayanacaqdır
duwmediklerini,düşmədiklərini
yaxınları,yaxınları
göstərsə,göstərsə
qaparitli,qabaritli
içməli,içməli
yükün,yükün
xətdir,xətdir
yazmadım,yazmadım
solumuzdan,solumuzdan
eksklüziv,eksklüziv
cünki,çünki
parklanan,parklanan
qarishiq,qarışıq
hesabında,hesabında
fealiyyetine,fəaliyyətinə
Bitməyib,bitməyib
axirdadi,axırdadır
yetirilməlidir,yetirilməlidir
planimshsjsj,planım
Dəmiryolu,dəmiryolu
vaxtlarının,vaxtlarının
həvəsləndim,həvəsləndim
izahimi,izahımı
Gore,görə
Dərhal,dərhal
yaxşıları,yaxşıları
Bilmirdim,bilmirdim
islədim,işlədim
sifahi,şifahi
Yaxsidi,yaxşıdır
gozlemisem,gözləmişəm
3goturub,3 götürüb
kəndində,kəndində
veziyetdedi,vəziyyətdədir
3niyə,3 niyə
Bineqedi,Binəqədi
smen,smen
3nomreli,3 nömrəli
Olursa,olursa
kimya,kimya
korona,korona
oyatsın,oyatsın
sayca,sayca
torpaqdi,torpaqdır
qorunmur,qorunmur
qüvəddən,qüvvədən
funksional,funksional
gönderdiyim,göndərdiyim
edəcəksizsə,edəcəksinizsə
bildir,bildir
Deməkdik,demədik
Heyati,həyatı
insafların,insafların
müddəa,müddəa
soruwacaqdim,soruşacaqdım
Gormuwem,görmüşəm
Eləmə,eləmə
mentiqen,məntiqlə
alemdi,aləmdir
Asagidaki,aşağıdakı
dairədəkilərə,dairədəkilərə
ödədiyin,ödədiyin
atagda,ataq da
qulluqçularına,qulluqçularına
parkalanmdan,parklanmadan
yolada,yola da
paylaşanda,paylaşanda
verirmi,verirmi
qifillari,qıfılları
ancq,ancaq
poliklinika,poliklinika
təşkilati-hüquqi,təşkilati-hüquqi
Olari,onları
miqdarından,miqdarından
atdigim,atdığım
seriallari,serialları
detallardır,detallardır
Çörəyin,çörəyin
əsəbləşməyin,əsəbləşməyin
2zolaqlı,2 zolaqlı
duwmuruk,düşmürük
əlaqələndirərək,əlaqələndirərək
qazonlu,qazonlu
Neynirsəne,neyləyirsən
dusulmur,düşülmür
Kuba,Kuba
baxnda,baxın da
Elesgeeer,Ələsgər
bölür,bölür
weherinde,şəhərində
sonrakına,sonrakına
SaLam,salam
qayidaram,qayıdaram
Demiryolda,dəmiryolda
göstərirsə,göstərirsə
Rafig,Rafiq
Qrupumuzda,qrupumuzda
atmagin,atmağın
Qırıqdı,qırıqdır
əls,əsl
taktikadi,taktikadır
yerləşdirildiyi,yerləşdirildiyi
sigortaya,sığortaya
tipindendi,tipindəndir
əliyev,Əliyev
oyrenmisiz,öyrənmisiniz
faydalansin,faydalansın
Qabaritə,qabaritə
buraxmalisiz,buraxmalısınız
borclusuz,borclusunuz
8duz,8 düz
Tebriklər,təbriklər
saxlasaq,saxlasaq
yenilənir,yenilənir
mebleginin,məbləğinin
Devlet,dövlət
Duwse,düşsə
mehdudlasdirib,məhdudlaşdırıb
wekildede,şəkildə də
bilseydik,bilsəydik
hazirlasirlar,hazırlaşırlar
cixmamiwam,çıxmamışam
muhasibatlig,mühasibatlıq
axirki,axır ki
bayramınız,bayramınız
Azzca,azca
bakıdan,Bakıdan
niwanlarinan,nişanlarından
bilrsiz,bilirsiniz
telegram,teleqram
öyreden,öyrədən
Təbbiki,təbii ki
Ashagidaki,aşağıdakı
deyiwmey,dəyişmək
Eybiyo,eybi yox
PORTATIV,portativ
desinde,desin də
eylencelidi,əyləncəlidir
ikisinidə,ikisini də
Satılıb,satılıb
götürmüşdülər,götürmüşdülər
Nişanlarda,nişanlar da
yanmayanda,yanmayanda
basustə,baş üstə
insafsızdılare,insafsızdırlar
çoxxx,çox
yezdaye,yezda
MATERİALLARI,materialları
Deyiwdir,dəyişdir
wexsdir,şəxsdir
duzeliw,düzəliş
164-cü,164-cü
gonderdiyin,göndərdiyin
daşnmaz,daşınmaz
mueyyendi,müəyyəndir
Buni,bunu
atsanız,atsanız
