,text,label,prediction,distance,org
29308,ilindən,ilindən,ilindən,0.0,0.0
10057,İmtahani,imtahanı,imtahanı,0.0,2.0
9234,1də,1 də,1də,1.0,1.0
20567,Geza,qəza,Geza,2.0,2.0
7578,isdəyirəm,istəyirəm,istəyirəm,0.0,1.0
17027,Xeir,xeyir,Xeir,2.0,2.0
35768,qebuldan,qəbuldan,qəbuldan,0.0,1.0
25679,olduğunuzu,olduğunuzu,olduğunuzu,0.0,0.0
11691,qebuluna,qəbuluna,qəbuluna,0.0,1.0
44730,salmaq,salmaq,salmaq,0.0,0.0
19738,dedıyiniz,dediyiniz,dedıyiniz,1.0,1.0
14791,ottukden,ötdükdən,ottukden,4.0,4.0
26038,yixildi,yıxıldı,yixildi,3.0,3.0
22899,başlamasaydı,başlamasaydı,başlamasaydı,0.0,0.0
43189,Rəylər,rəylər,rəylər,0.0,1.0
40730,seiri,şeiri,seiri,1.0,1.0
36297,saxlayacağını,saxlayacağını,saxlayacağını,0.0,0.0
40473,zəhməy,zəhmət,zəhmət,0.0,1.0
44204,AZN-ə,azn-ə,AZN-ə,3.0,3.0
16066,olacaqmı,olacaqmı,olacaqmı,0.0,0.0
6280,movzusunda,mövzusunda,mövzusunda,0.0,1.0
10240,verəcəksinizsə,verəcəksinizsə,verəcəksinizsə,0.0,0.0
21173,verlə,verilə,verilə,0.0,1.0
13988,movzusu,mövzusu,mövzusu,0.0,1.0
16717,Yazmaginan,yazmağından,yazmağınan,1.0,4.0
4300,bünyadovun,Bünyadovun,bünyadovun,1.0,1.0
42033,göndərilən,göndərilən,göndərilən,0.0,0.0
8063,yerlərdi,yerlərdir,yerlərdi,1.0,1.0
28391,hessas,həssas,hessas,1.0,1.0
810,qırmızı,qırmızı,qırmızı,0.0,0.0
30985,Karqo,karqo,Karqo,1.0,1.0
22199,Artiqdirsa,artıqdırsa,artıqdırsa,0.0,3.0
20794,Necəsiz,necəsiniz,necəsiniz,0.0,3.0
21891,duwub,düşüb,düşüb,0.0,3.0
9062,istese,istəsə,istəsə,0.0,2.0
9936,tapmadm,tapmadım,tapmadım,0.0,1.0
18071,aparılmayıb,aparılmayıb,aparılmayıb,0.0,0.0
25200,Avrasiyaya,Avrasiyaya,Avrasiyaya,0.0,0.0
32423,bilsəniz,bilsəniz,bilsəniz,0.0,0.0
23751,olmazmış,olmazmış,olmazmış,0.0,0.0
44600,düşmediyim,düşmədiyim,düşmədiyim,0.0,1.0
27462,bılmırem,bilmirəm,bilmirəm,0.0,3.0
27130,-gəlmədi,gəlmədi,gəlmədi,0.0,1.0
530,təsdiqləyər,təsdiqləyər,təsdiqlərə,2.0,0.0
11240,9lar,9 lar,9 lar,0.0,1.0
14294,biləriz,bilərik,bilərsiniz,4.0,1.0
43078,Qelbini,qəlbini,qəlbini,0.0,2.0
364,proqqramda,proqramda,proqqramda,1.0,1.0
31455,axırında,axırında,axırında,0.0,0.0
39119,ilkilərin,ilkilərin,ilkilərin,0.0,0.0
37955,chatidir,çatıdır,chatidir,4.0,4.0
28175,yiyələnirlər,yiyələnirlər,yiyələnirlər,0.0,0.0
10409,durmuşdu,durmuşdu,durmuşdu,0.0,0.0
42685,evlənməyə,evlənməyə,evlənməyə,0.0,0.0
13697,Nedeni,nədəni,nədəni,0.0,3.0
38361,xalqlarının,xalqlarının,xalqlarının,0.0,0.0
21164,köpüdə,körpüdə,köpüdə,1.0,1.0
19394,iwlemirse,işləmirsə,işləmirsə,0.0,3.0
7623,cixb,çıxıb,çıxıb,0.0,3.0
20605,banında,banın da,banın da,0.0,1.0
14409,Qızsiniz,qızsınız,qızsınız,0.0,3.0
8532,stresdən,stressdən,stresdən,1.0,1.0
16286,aşağl,aşağı,aşağı,0.0,1.0
28952,sağola,sağola,sağola,0.0,0.0
15696,yorucudu,yorucudur,yorucudur,0.0,1.0
42960,sinifde,sinifdə,sinifdə,0.0,1.0
22037,Kuba,Kuba,Kuba,0.0,0.0
9890,Linke,linkə,linkə,0.0,2.0
7462,suallri,sualları,suallri,2.0,2.0
13649,paylaşılib,paylaşılıb,paylaşılıb,0.0,1.0
1312,cəmləşdir,cəmləşdir,cəmləşdir,0.0,0.0
22565,yandırdıqda,yandırdıqda,yandırdıqda,0.0,0.0
28781,Nese,nəsə,nəsə,0.0,3.0
27668,tesekkurler,təşəkkürlər,təşəkkürlər,0.0,5.0
3497,Hacıyevin,Hacıyevin,Hacıyevin,0.0,0.0
35240,mediada,mediada,mediada,0.0,0.0
3933,Başda,başda,başda,0.0,1.0
40339,axtar,axtar,axtar,0.0,0.0
4943,bağlidirsa,bağlıdırsa,bağlıdırsa,0.0,2.0
1929,bos,boş,bos,1.0,1.0
19215,Əlavələri,əlavələri,əlavələri,0.0,1.0
405,bağlayir,bağlayır,bağlayır,0.0,1.0
34694,deyire,deyir,deyir,0.0,1.0
33937,bərabərliyi,bərabərliyi,bərabərliyi,0.0,0.0
6700,gedirlər,gedirlər,gedirlər,0.0,0.0
20855,Həye,hə,həyə,2.0,3.0
43844,vurushub,vuruşub,vuruşub,0.0,2.0
10804,keyfiyyətli,keyfiyyətli,keyfiyyətli,0.0,0.0
26694,çətin,çətin,çətin,0.0,0.0
15107,Talıbovub,Talıbovun,Talıbovub,1.0,1.0
40364,Məzələnirsiz,məzələnirsiniz,məzələnirsiniz,0.0,3.0
22078,bilrsiz,bilirsiniz,bilirsiniz,0.0,3.0
44869,dosdunam,dostunam,dostunam,0.0,1.0
5795,işləyirdi,işləyirdi,işləyirdi,0.0,0.0
42768,adresi,adresi,adresi,0.0,0.0
15978,keçərlidirmi,keçərlidirmi,keçərlidirmi,0.0,0.0
28515,Di,de,di,1.0,2.0
41814,Nağd,nağd,nağd,0.0,1.0
24736,Hüseyni,Hüseyni,Hüseyni,0.0,0.0
42793,dib,dib,dib,0.0,0.0
6241,adin,adın,adin,1.0,1.0
14302,Düzəldə,düzəldə,Düzəldə,1.0,1.0
39332,deyiller,deyirlər,deyillər,1.0,2.0
32593,Etmemisem,etməmişəm,etməmişəm,0.0,4.0
13770,satmayın,satmayın,satmayın,0.0,0.0
10039,feiller,feillər,feiller,1.0,1.0
27899,yanımıza,yanımıza,yanımıza,0.0,0.0
30115,əlindən,əlindən,əlindən,0.0,0.0
14169,gedişatı,gedişatı,gedişatı,0.0,0.0
1577,tutulacaq,tutulacaq,tutulacaq,0.0,0.0
3183,fikirləşin,fikirləşin,fikirləşin,0.0,0.0
1325,ətrafımdakıları,ətrafımdakıları,ətrafımdakıları,0.0,0.0
11718,zhmt,zəhmət,zəhmət,0.0,2.0
43607,hamsı,hamsı,hamsı,0.0,0.0
25452,sözu,sözu,sözü,1.0,0.0
27943,dəli-divanə,dəli-divanə,dəli-divanə,0.0,0.0
12904,suali,sualı,sualı,0.0,1.0
32037,cənnət,cənnət,cənnət,0.0,0.0
41775,istemirik,istəmirik,istemirik,1.0,1.0
7575,Kimyadır,kimyadır,Kimyadır,1.0,1.0
40673,ballaridi,ballarıdır,ballarıdır,0.0,3.0
29881,qorumaq,qorumaq,qorumaq,0.0,0.0
4800,hazırlamamışam,hazırlamamışam,hazırlamamışam,0.0,0.0
10485,yazmayacagdım,yazmayacağdım,yazmayacagdım,1.0,1.0
27145,vəfat,vəfat,vəfta,2.0,0.0
34040,Məktəbinin,məktəbinin,məktəbinin,0.0,1.0
2919,fikirindəyəm,fikrindəyəm,fikirindəyəm,1.0,1.0
20687,pozmasın,pozmasın,pozmasın,0.0,0.0
27643,auditoriyanın,auditoriyanın,auditoriyanın,0.0,0.0
15768,Donmeni,dönməni,dönməni,0.0,3.0
3890,PDFlər,PDF lər,pdf-lər,4.0,1.0
41738,nəzarəti,nəzarəti,nəzarəti,0.0,0.0
41940,bizdə,bizdə,bizdə,0.0,0.0
888,inadımdan,inadımdan,inadımdan,0.0,0.0
18839,Bilsek,bilsək,Bilsek,2.0,2.0
42055,basqa,başqa,başqa,0.0,1.0
40521,22aprel,22 aprel,22aprel,1.0,1.0
19217,Alndra,alındıra,Alndra,3.0,3.0
6465,böyükdü,böyükdür,böyükdür,0.0,1.0
40945,Orada,orada,Orada,1.0,1.0
13744,nəticəm,nəticəm,nəticəm,0.0,0.0
10362,Teşekkürler,təşəkkürlər,təşəkkürlər,0.0,4.0
39634,sinaqinda,sınağında,sınağında,0.0,3.0
22354,dayanıqlı,dayanıqlı,dayanıqlı,0.0,0.0
17259,Qismən,qismən,qismən,0.0,1.0
10710,olduğu,olduğu,olduğu,0.0,0.0
25790,ixtsas,ixtisas,ixtsas,1.0,1.0
32538,Evinin,evinin,evinin,0.0,1.0
6309,biliremse,bilirəmsə,bilirəmsə,0.0,2.0
30300,olmağa,olmağa,olmağa,0.0,0.0
14650,Youtubede,youtube-da,youtube-də,1.0,3.0
16685,alindira,alındıra,alındıra,0.0,2.0
42098,şəhəri,şəhəri,şəhəri,0.0,0.0
31919,ilkine,İlkinə,ilkinə,1.0,2.0
31226,Hansına,hansına,hansına,0.0,1.0
18535,tapilmir,tapılmır,tapılmır,0.0,2.0
42065,ikisidə,ikisi də,ikisidə,1.0,1.0
24073,herhalda,hərhalda,herhalda,1.0,1.0
38134,1-2-ci,1-2-ci,1-2-ci,0.0,0.0
9500,Usaqlar,uşaqlar,Usaqlar,2.0,2.0
43818,çəkindirən,çəkindirən,çəkindirən,0.0,0.0
7146,Olan,olan,olan,0.0,1.0
34756,oxyb,oxuyub,oxyb,2.0,2.0
14916,alirki,alır ki,alır ki,0.0,2.0
29055,olar,olar,olar,0.0,0.0
38564,sınağı,sınağı,sınağı,0.0,0.0
34547,10-11in,10-11 in,10-11in,1.0,1.0
6685,birgün,birgün,birgün,0.0,0.0
32381,Gülnarə,Gülnarə,Gülnarə,0.0,0.0
5891,ehdiyac,ehtiyac,ehtiyac,0.0,1.0
22671,nisanlardan,nişanlardan,nişanlardan,0.0,1.0
8747,Assalomu,Əssalamu,Assalomu,2.0,2.0
22051,əls,əsl,əls,2.0,2.0
5939,qorxursunuzsa,qorxursunuzsa,qorxursunuzsa,0.0,0.0
32991,Minnetdaram,minnətdaram,minnətdaram,0.0,2.0
25155,nergiz,Nərgiz,Nərgiz,0.0,2.0
34113,mədə,mədə,mədə,0.0,0.0
38007,axşamınız,axşamınız,axşamınız,0.0,0.0
26691,Bununla,bununla,bununla,0.0,1.0
11802,dediklerine,dediklərinə,dediklərinə,0.0,2.0
26344,3il,3 il,3 il,0.0,1.0
33985,adiynan,adıyla,adıyla,0.0,3.0
35887,tanişimi,tanışımı,tanışımı,0.0,3.0
44746,əşyami,əşyamı,əşyamı,0.0,1.0
4183,oranı,oranı,oranı,0.0,0.0
40207,frazeoloji,frazeoloji,frazeoloji,0.0,0.0
32369,acmamisam,acmamışam,acmamisam,2.0,2.0
16382,3metr,3 metr,3metr,1.0,1.0
14714,Videoya,videoya,Videoya,1.0,1.0
15849,Demişdiz,demişdiniz,demişdiniz,0.0,3.0
2852,qardaşım,qardaşım,qardaşım,0.0,0.0
11220,məzmunu,məzmunu,məzmunu,0.0,0.0
14701,buraxılıs,buraxılış,buraxılış,0.0,1.0
25732,FİDAN,Fidan,Fidan,0.0,4.0
36345,Səhər,səhər,səhər,0.0,1.0
34104,şikayətlər,şikayətlər,şikayətlər,0.0,0.0
32831,göndərilib,göndərilib,göndərilib,0.0,0.0
28586,muhafizeçi,muhafizəçi,muhafizeçi,1.0,1.0
13462,9-sinif,9-cu sinif,9-sinif,3.0,3.0
22641,Zonadan,zonadan,zonadan,0.0,1.0
43246,dolur,dolur,dolur,0.0,0.0
42927,qocalanda,qocalanda,qocalanda,0.0,0.0
10198,demekdiki,deməkdi ki,demekdiki,2.0,2.0
42320,zibilin,zibilin,zibilin,0.0,0.0
33079,Letiflinin,Lətiflinin,Lətiflinin,0.0,1.0
24408,hərəkətin,hərəkətin,hərəkətin,0.0,0.0
33765,wuwelerden,şüşələrdən,şüşələrdən,0.0,6.0
7341,Alligator,alliqator,Alligator,2.0,2.0
43162,Komitəsi,komitəsi,komitesi,1.0,1.0
11329,Gunay-,Günay,Gunay-,2.0,2.0
44508,Qadınlara,qadınlara,qadınlara,0.0,1.0
5194,hazırlıqlı,hazırlıqlı,hazırlıqlı,0.0,0.0
20064,kecidde,keçiddə,kecidde,2.0,2.0
42618,arxadan,arxadan,arxadan,0.0,0.0
7349,almadım,almadım,almadım,0.0,0.0
25288,tapmafim,tapmadım,tapmağım,1.0,2.0
11722,Hamsini,hamsını,hamsını,0.0,3.0
9883,gelseniz,gəlsəniz,gəlsəniz,0.0,2.0
35797,meqale,məqalə,məqalə,0.0,2.0
33978,beyenirem,bəyənirəm,bəyənirəm,0.0,3.0
41896,etmirsen,etmirsən,etmirsən,0.0,1.0
37082,masindir,maşındır,maşındır,0.0,3.0
12454,2020nin,2020 nin,2020-nin,1.0,1.0
8854,keçməy,keçməy,keçmək,1.0,0.0
38404,formalarından,formalarından,formalarından,0.0,0.0
40828,axtarlş,axtarış,axtarlş,1.0,1.0
39151,nesr,nəşr,nesr,2.0,2.0
31005,60mətn,60 mətn,60mətn,1.0,1.0
10241,hansıni,hansını,hansını,0.0,1.0
13919,yenidi,yenidir,yenidir,0.0,1.0
23518,Komissiya,komissiya,Komissiya,1.0,1.0
30733,bölüşməyi,bölüşməyi,bölüşməyi,0.0,0.0
16307,yaxınlaşırsan,yaxınlaşırsan,yaxınlaşırsan,0.0,0.0
18226,Nezeriye,nəzəriyyə,nəzəriyyə,0.0,5.0
12997,hissedi,hissədir,hissədir,0.0,2.0
42450,Qazi,qazi,qazi,0.0,1.0
1613,sonrada,sonra da,sonrada,1.0,1.0
15593,şəki,Şəki,şəki,1.0,1.0
30407,istisnasız,istisnasız,istisnasız,0.0,0.0
31452,adımızla,adımızla,adımızla,0.0,0.0
28415,gətirməmək,gətirməmək,gətirməmək,0.0,0.0
25065,savayi,savayı,savayı,0.0,1.0
30298,Evləndiyini,evləndiyini,evləndiyini,0.0,1.0
26657,aılesı,ailəsi,aılesı,3.0,3.0
20202,maped,moped,maped,1.0,1.0
8850,gorey,görəy,görəy,0.0,2.0
32474,adminsən,adminsən,adminsən,0.0,0.0
36379,Naxçıvan,Naxçıvan,Naxçıvan,0.0,0.0
22425,birezde,biraz da,birezde,3.0,3.0
17575,gorulmesi,görülməsi,görülməsi,0.0,3.0
19585,paylaşsamda,paylaşsam da,paylaşsamda,1.0,1.0
1371,anasindan,anasından,anasından,0.0,1.0
19019,dovriyye,dövriyyə,dovriyye,2.0,2.0
12346,1-10,1-10,1-10,0.0,0.0
9091,əlifba,əlifba,əlifba,0.0,0.0
15689,fənərlərinden,fənərlərindən,fənərlərindən,0.0,1.0
43762,açarı,açarı,açarı,0.0,0.0
13380,seçərkən,seçərkən,seçərkən,0.0,0.0
5888,Nigar,Nigar,Nigar,0.0,0.0
22057,oyrenmisiz,öyrənmisiniz,öyrənmisiniz,0.0,4.0
33431,yarısında,yarısında,yarısında,0.0,0.0
13561,Dərs-23,dərs,Dərs-23,4.0,4.0
5045,Keçirilən,keçirilən,Keçirilən,1.0,1.0
17529,İSTİSMAR,istismar,istismar,0.0,8.0
17294,mentiqdir,məntiqdir,məntiqdir,0.0,1.0
34789,Lazımdı,lazımdır,lazımdır,0.0,2.0
41633,saymır,saymır,saymır,0.0,0.0
30978,Luget,lüğət,lüğət,0.0,4.0
21379,ortalamasi,ortalaması,ortalaması,0.0,1.0
3050,manyak,manyak,manyak,0.0,0.0
41267,şadlıq,şadlıq,şadlıq,0.0,0.0
28406,yemək,yemək,yemək,0.0,0.0
22221,qabağdadı,qabağdadır,qabağdadı,1.0,1.0
12270,metninin,mətninin,mətninin,0.0,1.0
9938,atrdiz,atardız,atrdiz,2.0,2.0
28318,sağol,sağol,sağol,0.0,0.0
41346,evliyəm,evliyəm,evliyəm,0.0,0.0
13804,Kanalın,kanalın,kanalın,0.0,1.0
18982,xirdaligi,xırdalığı,xirdaligi,4.0,4.0
848,verdiyimiz,verdiyimiz,verdiyimiz,0.0,0.0
19649,ayagin,ayağın,ayağın,0.0,2.0
33107,seyfeye,səhifəyə,seyfeye,5.0,5.0
21150,yenii,yeni,yenii,1.0,1.0
43562,Qerara,qərara,Qerara,2.0,2.0
23403,seyyar,səyyar,seyyar,1.0,1.0
33160,15ci,15-ci,15-ci,0.0,1.0
41996,ewidirem,eşidirəm,eşidirəm,0.0,2.0
28684,göndərib,göndərib,göndərib,0.0,0.0
39043,kifayətdir,kifayətdir,kifayətdir,0.0,0.0
25333,deyərdə,deyərdə,deyərdə,0.0,0.0
6450,Xeyirola,xeyir ola,Xeyirola,2.0,2.0
344,elede,elədə,elə də,1.0,2.0
37321,maaşıda,maaşı da,maaşıda,1.0,1.0
27797,düşünməməyə,düşünməməyə,düşünməməyə,0.0,0.0
10814,qurcalayirsan,qurcalayırsan,qurcalayirsan,1.0,1.0
42810,edilməkdən,edilməkdən,edilməkdən,0.0,0.0
34637,təhsilimiz,təhsilimiz,təhsilimiz,0.0,0.0
15284,yatdi,yatdı,yatdı,0.0,1.0
29314,1dəfə,1dəfə,1dəfə,0.0,0.0
12621,almalısınız,almalısınız,almalısınız,0.0,0.0
39326,yayim,yayım,yayım,0.0,1.0
23886,perevod,perevod,perevod,0.0,0.0
31756,Qəsdən,qəsdən,qəsdən,0.0,1.0
4901,Sualını,sualını,sualını,0.0,1.0
15329,Bumu,bumu,Bumu,1.0,1.0
34726,keçilib,keçilib,keçilib,0.0,0.0
22265,Qosqusu,qoşqusu,Qosqusu,2.0,2.0
11953,Yəgin,yəgin,yəqin,1.0,1.0
42072,birilərini,birilərini,birilərini,0.0,0.0
25019,Yolunuz,yolunuz,yolunuz,0.0,1.0
28651,Sualım,sualım,sualım,0.0,1.0
35352,bayaqki,bayaqkı,bayaqki,1.0,1.0
21856,məqsədləri,məqsədləri,məqsədləri,0.0,0.0
27701,qısqanclığı,qısqanclığı,qısqanclığı,0.0,0.0
32725,qapandım,qapandım,qapandım,0.0,0.0
4247,bilmərikki,bilmərik ki,bilmərikki,1.0,1.0
6344,daniwirlar,danışırlar,danışırlar,0.0,3.0
44029,qarsi,qarşı,qarsi,2.0,2.0
11959,Unvan,ünvan,Unvan,1.0,1.0
9932,proqramla,proqramla,proqramla,0.0,0.0
39081,Dymz,dəyməz,Dymz,3.0,3.0
10633,Telefonları,telefonları,telefonları,0.0,1.0
19497,yanmayacaq,yanmayacaq,yanmayacaq,0.0,0.0
8736,Mədəniyyət,mədəniyyət,mədəniyyət,0.0,1.0
32085,guvən,güvən,güvən,0.0,1.0
16134,qazıntılar,qazıntılar,qazıntılar,0.0,0.0
3303,soyumusam,soyumuşam,soyumusam,1.0,1.0
2781,otağa,otağa,otağa,0.0,0.0
42642,limanına,limanına,limanına,0.0,0.0
36123,gedmişəm,getmişəm,getmişəm,0.0,1.0
32195,Atılacaq,atılacaq,atılacaq,0.0,1.0
39353,kitablarla,kitablarla,kitablarla,0.0,0.0
14708,SİNİF,sinif,sinif,0.0,5.0
42319,hansıdır,hansıdır,hansıdır,0.0,0.0
20069,telimci,təlimçi,telimci,2.0,2.0
1848,tərəfdarı,tərəfdarı,tərəfdarı,0.0,0.0
44674,çixir,çıxır,çıxır,0.0,2.0
33338,unilərin,unilərin,unilərin,0.0,0.0
43314,menimseyirler,mənimsəyirlər,menimseyirler,3.0,3.0
24051,gordumm,gördüm,gordumm,3.0,3.0
10093,xəbərlərlə,xəbərlərlə,xəbərlərlə,0.0,0.0
2857,işci,işçi,işçi,0.0,1.0
20616,məsləhətin,məsləhətin,məsləhətin,0.0,0.0
36096,insanlardan,insanlardan,insanlardan,0.0,0.0
37276,satış,satış,satış,0.0,0.0
3722,izləyicimiz,izləyicimiz,izləyicimiz,0.0,0.0
1173,hissəsində,hissəsində,hissəsində,0.0,0.0
8149,fikirdir,fikirdir,fikirdir,0.0,0.0
40173,dinamikalari,dinamikaları,dinamikaları,0.0,1.0
31348,fəndi,fəndi,fəndi,0.0,0.0
11414,adamdan,adamdan,adamdan,0.0,0.0
21182,burde,birdə,burde,2.0,2.0
25765,bionu,bionu,bionu,0.0,0.0
39143,vermirsiz,vermirsiniz,vermirsiniz,0.0,2.0
31612,Səhvdi,səhvdir,səhvdir,0.0,2.0
29343,itə,itə,itə,0.0,0.0
10447,olur,olur,olur,0.0,0.0
41520,dövlətinə,dövlətinə,dövlətinə,0.0,0.0
2706,etməmişdim,etməmişdim,etməmişdim,0.0,0.0
13629,kodlaşma,kodlaşma,kodlaşma,0.0,0.0
31394,Cavablasaz,cavablasaz,Cavablasaz,1.0,1.0
29695,dostumada,dostuma da,dostumada,1.0,1.0
3304,anlasın,anlasın,anlasın,0.0,0.0
15621,cavablayanda,cavablayanda,cavablayanda,0.0,0.0
43220,demire,dəmirə,demir,2.0,2.0
25963,Baldızımnan,baldızımla,Baldızımnan,3.0,3.0
31551,siniflə,siniflə,siniflə,0.0,0.0
20382,satmağ,satmaq,satmaq,0.0,1.0
41705,gedesi,gedəsi,gedəsi,0.0,1.0
25533,keçməyə,keçməyə,keçməyə,0.0,0.0
30057,2defe,2 defe,2 dəfə,2.0,1.0
42522,kişisi,kişisi,kişisi,0.0,0.0
21696,bölüşərsiz,bölüşərsiniz,bölüşərsiz,2.0,2.0
37897,qaydasının,qaydasının,qaydasının,0.0,0.0
15554,Dayanmanın,dayanmanın,dayanmanın,0.0,1.0
1973,dəyişdikcə,dəyişdikcə,dəyişdikcə,0.0,0.0
8768,dəyişənləri,dəyişənləri,dəyişənləri,0.0,0.0
24177,usdunsen,üstünsən,usdunsen,4.0,4.0
43048,karyerasını,karyerasını,karyerasını,0.0,0.0
12137,testlerinden,testlərindən,testlərindən,0.0,2.0
10507,yaradıb,yaradıb,yaradıb,0.0,0.0
4732,yığdığımız,yığdığımız,yığdığımız,0.0,0.0
38765,həvalə,həvalə,həvalə,0.0,0.0
24711,işlədən,işlədən,işlədən,0.0,0.0
27044,insanda,insan da,insanda,1.0,1.0
35649,soğolun,sağolun,soğolun,1.0,1.0
9060,giris,giriş,giriş,0.0,1.0
21415,bildirilməyib,bildirilməyib,bildirilməyib,0.0,0.0
33833,səbəvindən,səbəbindən,səbəfindən,1.0,1.0
19096,meqama,məqama,məqama,0.0,1.0
18657,edilmişdirsə,edilmişdirsə,edilmişdirsə,0.0,0.0
35202,pdf-sin,pdf-sini,pdf-sin,1.0,1.0
18773,nəfərlər,nəfərlər,nəfərlər,0.0,0.0
5031,16-19,16-19,16-19,0.0,0.0
9848,Blok,blok,blok,0.0,1.0
36845,gelmiyor,gəlmir,gelmiyor,3.0,3.0
39773,youtubedə,youtube-da,youtube-də,1.0,2.0
12471,Masazır,Masazır,masazır,1.0,0.0
25612,Tecili,təcili,təcili,0.0,2.0
16100,3aydı,3 aydır,3 aydı,1.0,2.0
4075,səlahiyyət,səlahiyyət,səlahiyyət,0.0,0.0
31442,Əsgər,əsgər,əsgər,0.0,1.0
2090,cətin,çətin,çətin,0.0,1.0
38589,formasin,formasını,formasın,1.0,2.0
9613,yoxe,yox,yox,0.0,1.0
41519,barismaq,barışmaq,barışmaq,0.0,2.0
8917,sinaqlar,sınaqlar,sınaqlar,0.0,1.0
43843,xəstələnmə,xəstələnmə,xəstələnmə,0.0,0.0
12860,11de,11 də,11de,2.0,2.0
30837,düşünəndə,düşünəndə,düşünəndə,0.0,0.0
9595,quruplar,qruplar,qruplar,0.0,1.0
29015,sağalmaz,sağalmaz,sağalmaz,0.0,0.0
24103,xidmətdidə,xidmətdir də,xidmətdidə,2.0,2.0
9430,sekli,şəkli,şəkli,0.0,2.0
43902,Malik,Malik,malik,1.0,0.0
44429,bilmirem,bilmirəm,bilmirəm,0.0,1.0
11093,BƏYəndim,bəyəndim,bəyəndim,0.0,3.0
5395,Hərşeyin,hər şeyin,Hərşeyin,2.0,2.0
30845,bitiresen,bitirəsən,bitirəsən,0.0,2.0
39960,faydanız,faydanız,faydanız,0.0,0.0
34048,mumkun,mümkün,mümkün,0.0,2.0
30365,baxanların,baxanların,baxanların,0.0,0.0
18964,maddelik,maddellik,maddəlik,2.0,1.0
19490,Teqib,təqib,təqib,0.0,2.0
36921,elirsən,eləyirsən,eliyirsən,1.0,2.0
35644,olunanı,olunanı,olunanı,0.0,0.0
42680,satılan,satılan,satılan,0.0,0.0
28008,Muəllimə,müəllimə,müəllimə,0.0,2.0
11672,dusenler,düşənlər,düşənlər,0.0,4.0
25973,1gune,1 günə,1gune,3.0,3.0
27036,insanlarımızın,insanlarımızın,insanlarımızın,0.0,0.0
38665,qatıla,qatıla,qatıla,0.0,0.0
15552,oxumaqdi,oxumaqdır,oxumaqdi,2.0,2.0
1854,qaçiram,qaçıram,qaçıram,0.0,1.0
22694,otmede,ötmə də,ötmədə,1.0,4.0
33951,Firmamız,firmamız,Firmamız,1.0,1.0
36666,görürsən,görürsən,görürsən,0.0,0.0
25975,deyeceksiz,deyəcəksiniz,deyeceksiz,4.0,4.0
4178,10-cu,10-cu,10-cu,0.0,0.0
25262,sinaqlarindan,sınaqlarından,sınaqlarından,0.0,2.0
27335,İçine,içinə,içinə,0.0,2.0
26914,tanımamışam,tanımamışam,tanımamışam,0.0,0.0
14581,hələm,hələ,hələm,1.0,1.0
26746,müəssisə,müəssisə,müəssisə,0.0,0.0
36211,saxlayar,saxlayar,saxlayar,0.0,0.0
15501,eynile,eynilə,eynilə,0.0,1.0
23575,axinla,axınla,axınla,0.0,1.0
14376,fəxr,fəxr,fəxr,0.0,0.0
24688,soruşmayın,soruşmayın,soruşmayın,0.0,0.0
24593,Şəxsi,şəxsi,şəxsi,0.0,1.0
12457,Üzərini,üzərini,üzərini,0.0,1.0
677,panik,panik,panik,0.0,0.0
36815,muesseleri,müəssisə,muesseleri,7.0,7.0
12042,kanalindan,kanalından,kanalından,0.0,1.0
38958,Opera,opera,opera,0.0,1.0
19642,Dersdeyem,dərsdəyəm,dərsdəyəm,0.0,4.0
2862,valideynlerimle,valideynlərimlə,valideynlerimle,2.0,2.0
13111,tapsiriqlar,tapşırıqlar,tapşırıqlar,0.0,3.0
34378,Şəxsidən,şəxsidən,şəxsidən,0.0,1.0
4643,desinde,desində,desin də,1.0,1.0
43541,qısası,qısası,qısası,0.0,0.0
24768,olmayin,olmayın,olmayın,0.0,1.0
31930,suallarindan,suallarından,suallarından,0.0,1.0
34069,qohuma,qohuma,qohuma,0.0,0.0
13942,sinif-3,sinif,sinif-3,2.0,2.0
6023,Haradan,haradan,Haradan,1.0,1.0
16563,yixilsin,yıxılsın,yixilsin,3.0,3.0
13036,Qarışdırdım,qarışdırdım,qarışdırdım,0.0,1.0
11502,nəticədir,nəticədir,nəticədir,0.0,0.0
34740,gələrsiz,gələrsiniz,gələrsiniz,0.0,2.0
25107,hüquqa,hüquqa,hüquqa,0.0,0.0
7840,illərin,illərin,illərin,0.0,0.0
23861,Sabahınız,sabahınız,sabahınız,0.0,1.0
18581,soldakilar,soldakılar,soldakilar,1.0,1.0
34255,sexside,şəxsidə,şəxsidə,0.0,3.0
6931,geyimlər,geyimlər,geyimlər,0.0,0.0
4815,nəşiriyyat,nəşriyyat,nəşiriyyat,1.0,1.0
36764,edirlər,edirlər,edirlər,0.0,0.0
10236,davami,davamı,davamı,0.0,1.0
6119,çəkməyi,çəkməyi,çəkməyi,0.0,0.0
767,tl,tl,tl,0.0,0.0
11149,Səidin,Səidin,Səidin,0.0,0.0
33873,qoyulid,qoyuldu,qoyuldı,1.0,2.0
14651,onlayndi,onlayndır,onlayndır,0.0,2.0
7160,zəhnət,zəhmət,zəhnət,1.0,1.0
13784,iştrak,iştirak,iştrak,1.0,1.0
22468,biləni,biləni,biləni,0.0,0.0
32075,cümləyə,cümləyə,cümləyə,0.0,0.0
19477,yaranmiw,yaranmış,yaranmış,0.0,2.0
